Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,mul,mub,Vr,UU,VV,WW,[Fe/H],l,b,Av,Mbol
0.255,12.0,5.0,7.4,3.524,4.95,5.0,0.28,1.538,1.17,2.475,4.646,19.09,6.518,2.407,-13.47,56.92,-63.16,3.44,-0.08,200.0,59.0,0.006,10.375
0.255,11.9,5.0,7.4,3.525,4.94,7.0,0.29,1.597,1.227,2.376,4.526,18.949,-0.387,-2.8,6.32,-31.93,-6.64,-12.02,-0.31,200.0,59.0,0.006,10.275
0.255,11.7,5.0,7.4,3.529,4.95,7.0,0.32,1.615,1.243,2.32,4.424,18.704,1.749,-2.558,26.87,-30.68,-33.67,7.1,-0.42,200.0,59.0,0.006,10.075
0.255,11.4,5.0,7.3,3.535,4.93,5.0,0.35,1.497,1.137,2.312,4.496,18.424,0.361,-1.179,-43.22,10.93,-0.67,-44.38,0.02,200.0,59.0,0.006,9.807
0.255,11.1,5.0,7.3,3.54,4.89,5.0,0.38,1.443,1.13,2.234,4.308,18.2,2.982,0.571,-12.1,23.75,-29.72,-6.81,0.12,200.0,59.0,0.006,9.507
0.255,10.8,5.0,7.3,3.546,4.89,7.0,0.42,1.589,1.187,2.138,4.035,17.772,3.951,1.616,7.04,28.67,-40.4,16.09,-0.66,200.0,59.0,0.006,9.239
0.255,9.9,5.0,7.2,3.565,4.78,5.0,0.5,1.473,1.191,1.954,3.957,16.987,0.871,-1.995,-8.05,-11.93,-15.56,-19.32,-0.2,200.0,59.0,0.006,8.371
0.255,8.9,5.0,7.0,3.59,4.72,3.0,0.6,1.402,1.25,1.729,3.743,15.859,-1.217,-0.819,-13.48,-6.49,13.3,-16.65,0.0,200.0,59.0,0.006,7.466
0.255,8.9,5.0,7.0,3.59,4.72,7.0,0.6,1.4,1.224,1.735,3.662,15.929,1.249,-2.893,11.85,-28.74,-26.54,-7.85,-0.14,200.0,59.0,0.006,7.466
0.255,16.2,5.0,7.8,3.48,5.25,6.0,0.1,1.818,1.519,3.204,5.609,23.294,3.591,1.324,-7.6,31.42,-34.77,1.73,-0.11,200.0,59.0,0.006,0.0
0.255,16.8,5.0,7.8,3.475,5.27,3.0,0.09,1.833,1.602,3.31,5.765,23.833,-2.167,-1.746,-16.37,-18.04,21.31,-24.91,-0.11,200.0,59.0,0.006,0.0
0.255,17.9,5.0,7.85,3.455,5.3,3.0,0.09,1.873,1.625,3.631,6.717,24.849,1.845,2.122,-5.02,30.73,-12.56,8.91,0.25,200.0,59.0,0.006,0.0
0.255,14.6,6.0,9.0,3.741,8.0,3.0,0.6,0.634,-0.213,0.842,1.655,21.718,2.83,0.554,4.14,15.09,-30.93,7.0,0.15,200.0,59.0,0.006,0.0
0.255,10.2,5.0,7.06,3.58,4.96,8.0,0.35,1.436,1.097,2.065,3.466,17.3,3.839,1.9,-92.06,78.93,-20.67,-67.08,-0.99,200.0,59.0,0.006,9.022
0.255,17.1,6.0,9.0,3.485,8.04,8.0,0.58,1.22,0.027,1.192,0.405,24.233,-0.201,-8.388,-17.06,-74.27,-24.44,-66.86,-0.71,200.0,59.0,0.006,0.0
0.265,15.2,5.0,7.74,3.465,5.14,6.0,0.12,1.882,1.685,3.426,6.046,22.244,3.74,-3.057,17.4,-23.3,-58.48,-4.87,-0.01,200.0,59.0,0.006,13.353
0.265,15.0,5.0,7.71,3.469,5.13,4.0,0.12,1.847,1.631,3.36,5.964,22.191,1.297,-1.966,3.48,-16.01,-23.17,-9.74,0.01,200.0,59.0,0.006,13.185
0.265,14.6,5.0,7.71,3.477,5.08,5.0,0.14,1.821,1.542,3.244,5.681,21.789,-0.211,-4.76,36.28,-66.65,-21.44,0.29,-0.16,200.0,59.0,0.006,12.785
0.265,14.4,5.0,7.67,3.481,5.1,3.0,0.14,1.74,1.506,3.165,5.762,21.595,-2.697,-2.888,3.47,-42.5,20.59,-15.72,0.06,200.0,59.0,0.006,12.616
0.265,14.2,5.0,7.65,3.484,5.04,5.0,0.15,1.781,1.485,3.118,5.488,21.25,0.92,1.269,-18.36,25.68,-2.96,-7.53,-0.21,200.0,59.0,0.006,12.416
0.265,12.2,5.0,7.4,3.52,4.99,5.0,0.27,1.661,1.31,2.432,4.585,19.384,0.588,-0.479,-16.63,5.73,-5.78,-17.35,-0.47,200.0,59.0,0.006,10.575
0.265,11.3,5.0,7.3,3.537,4.93,7.0,0.37,1.499,1.134,2.278,4.463,18.488,1.481,0.734,27.66,0.4,-19.65,28.46,0.01,200.0,59.0,0.006,9.707
0.265,11.1,5.0,7.3,3.54,4.91,7.0,0.39,1.531,1.15,2.218,4.347,18.209,2.797,-0.901,6.77,-0.38,-37.54,-0.02,-0.14,200.0,59.0,0.006,9.507
0.265,11.0,5.0,7.3,3.542,4.89,6.0,0.39,1.557,1.175,2.213,4.23,18.05,4.966,2.183,-27.47,56.73,-45.76,-9.41,-0.32,200.0,59.0,0.006,9.407
0.265,7.8,5.0,6.7,3.623,4.66,2.0,0.68,1.296,1.333,1.445,3.086,14.886,0.767,-3.948,28.31,-50.37,-28.59,-1.29,0.34,200.0,59.0,0.006,6.493
0.265,16.4,6.0,9.0,3.582,8.0,4.0,0.6,1.055,0.264,1.352,1.525,23.457,2.333,-0.488,-10.07,9.96,-27.58,-11.79,0.16,200.0,59.0,0.006,0.0
0.275,15.4,5.0,7.74,3.461,5.14,7.0,0.11,1.955,1.69,3.606,6.057,22.56,2.019,1.85,15.06,21.15,-20.32,25.34,-0.34,200.0,59.0,0.006,13.553
0.275,14.8,5.0,7.71,3.473,5.12,7.0,0.13,1.871,1.599,3.337,5.755,21.976,-0.8,-1.297,-13.81,-10.51,7.28,-20.55,-0.26,200.0,59.0,0.006,12.985
0.275,14.6,5.0,7.71,3.477,5.08,4.0,0.14,1.787,1.517,3.23,5.731,21.885,0.082,-2.991,17.43,-39.48,-15.51,-5.14,0.0,200.0,59.0,0.006,12.785
0.275,14.3,5.0,7.67,3.482,5.08,7.0,0.15,1.87,1.565,3.158,5.43,21.424,3.71,2.387,-39.48,60.72,-29.38,-17.81,-0.52,200.0,59.0,0.006,12.516
0.275,13.8,5.0,7.65,3.492,5.05,5.0,0.17,1.667,1.409,2.998,5.463,20.933,-2.666,-5.202,11.27,-71.98,10.8,-25.28,0.05,200.0,59.0,0.006,12.048
0.275,13.7,5.0,7.65,3.493,5.0,7.0,0.17,1.772,1.478,2.952,5.206,20.912,0.903,-1.638,9.53,-17.79,-19.01,-2.83,-0.41,200.0,59.0,0.006,11.948
0.275,13.6,5.0,7.65,3.495,5.0,6.0,0.18,1.701,1.386,2.93,5.236,20.853,1.316,-1.84,5.43,-16.08,-24.11,-7.7,-0.17,200.0,59.0,0.006,11.848
0.275,13.4,5.0,7.6,3.499,5.04,5.0,0.19,1.685,1.373,2.873,5.15,20.535,3.507,-1.432,-8.55,4.74,-46.94,-16.95,-0.16,200.0,59.0,0.006,11.68
0.275,13.3,5.0,7.6,3.5,4.99,5.0,0.19,1.728,1.431,2.816,5.029,20.442,-0.556,-3.74,11.82,-47.49,-9.56,-14.99,-0.41,200.0,59.0,0.006,11.58
0.275,13.0,5.0,7.5,3.506,5.03,5.0,0.21,1.55,1.313,2.779,5.14,20.236,0.884,-4.078,38.78,-57.65,-33.25,5.85,0.06,200.0,59.0,0.006,11.312
0.275,12.2,5.0,7.4,3.52,4.99,4.0,0.27,1.518,1.194,2.558,4.778,19.439,1.982,-2.65,-4.82,-16.66,-33.57,-21.93,0.02,200.0,59.0,0.006,10.575
0.275,11.9,5.0,7.4,3.525,4.92,7.0,0.28,1.671,1.282,2.312,4.44,19.111,1.319,-4.588,-9.64,-37.64,-32.0,-39.08,-0.55,200.0,59.0,0.006,10.275
0.275,11.9,5.0,7.4,3.525,4.94,5.0,0.29,1.455,1.195,2.488,4.722,19.032,1.63,-1.09,-19.14,5.08,-20.77,-23.73,0.07,200.0,59.0,0.006,10.275
0.275,11.6,5.0,7.4,3.531,4.91,3.0,0.32,1.478,1.155,2.385,4.572,18.786,0.518,-1.201,20.1,-20.03,-14.48,9.16,0.04,200.0,59.0,0.006,9.975
0.275,11.6,5.0,7.3,3.531,4.95,5.0,0.33,1.609,1.235,2.308,4.394,18.876,-1.025,-0.529,-5.07,-7.68,11.43,-7.9,-0.41,200.0,59.0,0.006,10.007
0.275,10.6,5.0,7.3,3.55,4.88,7.0,0.44,1.528,1.171,2.125,4.126,17.839,-0.483,-1.082,16.67,-21.58,-1.16,7.02,-0.29,200.0,59.0,0.006,9.039
0.275,9.5,5.0,7.15,3.575,4.76,5.0,0.54,1.449,1.21,1.86,3.801,16.674,2.225,-2.067,16.54,-19.79,-38.07,0.29,-0.23,200.0,59.0,0.006,8.003
0.275,9.5,5.0,7.15,3.575,4.76,7.0,0.54,1.447,1.213,1.857,3.831,16.663,2.432,-4.256,37.55,-52.03,-52.68,3.6,-0.18,200.0,59.0,0.006,8.003
0.275,9.3,5.0,7.1,3.58,4.74,7.0,0.56,1.437,1.186,1.836,3.602,16.587,1.937,-1.776,10.86,-15.27,-32.43,-2.62,-0.45,200.0,59.0,0.006,7.834
0.275,17.2,5.0,7.85,3.466,5.29,5.0,0.09,1.823,1.789,3.458,6.001,24.398,0.787,-1.516,10.13,-17.32,-17.22,-1.5,-0.08,200.0,59.0,0.006,0.0
0.275,15.2,6.0,9.0,3.696,8.0,8.0,0.58,0.76,-0.053,1.002,1.975,22.387,0.988,-5.843,-3.77,-55.14,-33.77,-42.48,-0.5,200.0,59.0,0.006,0.0
0.285,15.7,5.0,7.77,3.455,5.16,6.0,0.11,1.985,1.75,3.711,6.238,22.937,2.772,-3.52,31.7,-40.84,-54.73,2.68,-0.29,200.0,59.0,0.006,13.821
0.285,15.1,5.0,7.74,3.467,5.12,7.0,0.12,1.906,1.645,3.456,5.916,22.342,2.035,0.252,1.25,11.54,-25.06,2.82,-0.27,200.0,59.0,0.006,13.253
0.285,12.8,5.0,7.5,3.509,4.99,4.0,0.22,1.57,1.248,2.721,4.983,20.092,-0.674,-2.752,10.51,-38.16,-4.2,-10.14,0.02,200.0,59.0,0.006,11.112
0.285,12.1,5.0,7.4,3.522,4.97,3.0,0.28,1.481,1.204,2.539,4.782,19.452,-1.331,-3.139,19.2,-49.61,1.08,-5.39,0.06,200.0,59.0,0.006,10.475
0.285,11.7,5.0,7.4,3.529,4.94,4.0,0.31,1.558,1.186,2.366,4.509,19.037,-1.388,-3.052,46.09,-61.93,-2.59,18.26,-0.19,200.0,59.0,0.006,10.075
0.285,10.4,5.0,7.3,3.555,4.84,5.0,0.46,1.494,1.162,2.056,4.159,17.758,0.506,-3.119,13.73,-38.25,-21.21,-9.94,-0.11,200.0,59.0,0.006,8.839
0.285,15.9,5.0,7.8,3.48,5.25,4.0,0.1,1.724,1.455,3.152,5.841,23.231,0.361,-1.443,-15.55,-6.51,-7.56,-23.37,0.16,200.0,59.0,0.006,0.0
0.285,16.2,5.0,7.8,3.48,5.25,4.0,0.1,1.779,1.558,3.201,5.643,23.53,0.847,-4.616,24.77,-58.32,-33.41,-10.89,-0.01,200.0,59.0,0.006,0.0
0.285,8.8,5.0,6.84,3.611,4.82,8.0,0.5,1.321,1.173,1.602,3.335,16.086,2.755,1.937,-50.23,58.12,-18.47,-29.58,-0.2,200.0,59.0,0.006,7.951
0.295,14.0,5.0,7.65,3.488,5.08,4.0,0.16,1.667,1.457,3.049,5.643,21.428,1.443,0.886,-17.95,25.58,-12.18,-9.0,0.09,200.0,59.0,0.006,12.248
0.295,13.8,5.0,7.65,3.492,5.05,4.0,0.17,1.744,1.443,2.994,5.307,21.198,2.579,-2.116,2.81,-12.86,-43.07,-12.84,-0.22,200.0,59.0,0.006,12.048
0.295,13.5,5.0,7.6,3.497,5.05,7.0,0.18,1.689,1.38,2.907,5.205,20.896,3.547,4.959,-42.46,93.39,-18.8,-0.66,-0.12,200.0,59.0,0.006,11.78
0.295,13.4,5.0,7.6,3.499,5.04,3.0,0.19,1.663,1.347,2.882,5.179,20.79,0.95,-0.098,11.68,-2.21,-14.95,9.31,-0.06,200.0,59.0,0.006,11.68
0.295,13.3,5.0,7.6,3.5,4.99,6.0,0.19,1.646,1.316,2.848,5.13,20.687,-2.005,-4.149,34.32,-72.95,3.3,-0.47,-0.08,200.0,59.0,0.006,11.58
0.295,12.9,5.0,7.5,3.508,5.0,4.0,0.22,1.602,1.261,2.739,4.976,20.211,0.77,-1.553,23.02,-24.95,-20.54,8.54,-0.04,200.0,59.0,0.006,11.212
0.295,12.1,5.0,7.4,3.522,4.97,6.0,0.28,1.627,1.268,2.424,4.581,19.515,5.463,-0.468,17.22,12.52,-76.75,11.39,-0.37,200.0,59.0,0.006,10.475
0.295,10.3,5.0,7.2,3.557,4.82,5.0,0.47,1.501,1.174,2.05,4.068,17.745,2.598,-2.274,57.89,-41.21,-53.66,33.25,-0.22,200.0,59.0,0.006,8.739
0.295,8.2,5.0,6.9,3.61,4.65,7.0,0.64,1.317,1.168,1.559,3.291,15.512,2.878,-0.262,-26.34,23.57,-34.27,-24.46,-0.31,200.0,59.0,0.006,6.83
0.295,7.3,5.0,6.5,3.641,4.64,5.0,0.73,1.224,1.193,1.298,2.891,14.604,-1.035,-0.364,-44.57,12.52,19.96,-40.83,0.08,200.0,59.0,0.006,6.065
0.295,17.1,5.0,7.85,3.466,5.29,6.0,0.09,1.954,1.703,3.527,5.908,24.465,-2.531,-0.895,-23.0,-11.06,33.65,-26.16,-0.39,200.0,59.0,0.006,0.0
0.295,13.6,5.0,7.55,3.508,5.25,8.0,0.12,1.692,1.37,3.127,4.885,21.049,5.946,0.445,-1.53,34.2,-76.06,1.9,-0.31,200.0,59.0,0.006,11.541
0.305,15.3,5.0,7.74,3.463,5.11,4.0,0.12,1.893,1.676,3.464,6.087,22.633,-0.308,-4.092,14.43,-56.17,-15.71,-18.11,-0.05,200.0,59.0,0.006,13.453
0.305,15.3,5.0,7.74,3.463,5.11,7.0,0.12,1.928,1.671,3.534,6.025,22.703,-0.899,-1.853,0.33,-26.19,4.31,-13.51,-0.26,200.0,59.0,0.006,13.453
0.305,14.6,5.0,7.71,3.477,5.08,4.0,0.14,1.816,1.539,3.242,5.688,22.116,0.008,-1.421,-23.08,-5.34,-2.06,-30.36,-0.14,200.0,59.0,0.006,12.785
0.305,13.8,5.0,7.65,3.492,5.05,3.0,0.17,1.702,1.398,2.999,5.363,21.236,-0.817,-3.176,7.62,-44.72,-3.7,-17.12,-0.04,200.0,59.0,0.006,12.048
0.305,13.3,5.0,7.6,3.5,4.99,4.0,0.19,1.562,1.376,2.863,5.348,20.698,1.709,-2.457,21.6,-30.61,-37.44,0.22,0.1,200.0,59.0,0.006,11.58
0.305,12.5,5.0,7.5,3.515,5.01,5.0,0.25,1.464,1.274,2.649,5.051,19.931,1.244,-1.63,6.5,-15.98,-24.96,-6.57,0.2,200.0,59.0,0.006,10.844
0.305,12.3,5.0,7.5,3.518,4.98,2.0,0.26,1.556,1.197,2.571,4.766,19.636,-1.191,-2.4,25.25,-46.07,1.57,3.77,-0.04,200.0,59.0,0.006,10.644
0.305,11.6,5.0,7.4,3.531,4.91,5.0,0.32,1.543,1.169,2.349,4.495,18.986,-0.315,-6.296,38.19,-93.38,-29.14,-14.16,-0.16,200.0,59.0,0.006,9.975
0.305,11.4,5.0,7.3,3.535,4.93,6.0,0.35,1.553,1.177,2.294,4.41,18.802,0.61,-1.011,2.1,-9.77,-12.95,-5.73,-0.21,200.0,59.0,0.006,9.807
0.305,11.0,5.0,7.3,3.542,4.9,4.0,0.4,1.497,1.124,2.175,4.358,18.358,-0.027,0.857,11.4,4.33,1.99,16.16,0.02,200.0,59.0,0.006,9.407
0.305,10.6,5.0,7.3,3.55,4.88,2.0,0.44,1.442,1.132,2.105,4.094,17.953,0.343,-2.224,2.22,-25.29,-14.48,-14.67,0.11,200.0,59.0,0.006,9.039
0.305,9.2,5.0,7.1,3.582,4.74,7.0,0.57,1.426,1.172,1.812,3.537,16.559,-3.403,-2.534,1.64,-47.14,35.22,-17.47,-0.52,200.0,59.0,0.006,7.734
0.305,8.6,5.0,7.0,3.598,4.7,6.0,0.61,1.373,1.224,1.669,3.541,15.964,2.697,-0.234,27.4,-2.65,-42.46,21.74,-0.17,200.0,59.0,0.006,7.198
0.305,6.8,5.0,6.4,3.66,4.61,6.0,0.77,1.111,0.984,1.133,2.625,14.149,0.647,0.545,7.28,6.02,-7.76,10.29,-0.19,200.0,59.0,0.006,5.695
0.305,10.0,5.0,7.04,3.583,4.95,8.0,0.37,1.421,1.181,2.002,3.639,17.336,3.541,6.022,17.81,79.03,-25.72,60.12,-0.33,200.0,59.0,0.006,8.867
0.315,15.7,5.0,7.77,3.455,5.16,4.0,0.11,1.964,1.789,3.63,6.288,23.106,-1.939,-2.553,18.12,-49.38,12.85,-4.11,-0.1,200.0,59.0,0.006,13.821
0.315,15.1,5.0,7.74,3.467,5.12,5.0,0.12,1.913,1.644,3.466,5.904,22.608,0.716,1.117,4.89,14.73,-6.01,12.79,-0.31,200.0,59.0,0.006,13.253
0.315,14.7,5.0,7.71,3.475,5.1,5.0,0.13,1.816,1.558,3.27,5.766,22.258,0.931,-2.589,29.57,-40.7,-29.62,5.44,-0.06,200.0,59.0,0.006,12.885
0.315,14.3,5.0,7.67,3.482,5.08,6.0,0.15,1.767,1.486,3.147,5.577,21.863,0.208,0.34,21.85,-5.41,-5.28,21.34,-0.06,200.0,59.0,0.006,12.516
0.315,14.2,5.0,7.65,3.484,5.04,4.0,0.15,1.723,1.446,3.108,5.603,21.605,1.667,1.123,-15.97,29.76,-15.66,-5.05,0.02,200.0,59.0,0.006,12.416
0.315,13.6,5.0,7.65,3.495,5.0,6.0,0.18,1.694,1.376,2.932,5.245,21.021,4.496,-2.706,5.69,-12.34,-75.94,-15.93,-0.14,200.0,59.0,0.006,11.848
0.315,13.6,5.0,7.6,3.495,5.07,4.0,0.18,1.628,1.397,2.943,5.414,21.116,1.258,0.211,6.18,5.98,-17.83,6.92,0.07,200.0,59.0,0.006,11.88
0.315,11.7,5.0,7.4,3.529,4.95,7.0,0.32,1.675,1.266,2.279,4.355,19.167,3.701,2.161,-18.81,54.01,-39.17,0.51,-0.6,200.0,59.0,0.006,10.075
0.315,11.4,5.0,7.3,3.535,4.93,5.0,0.35,1.538,1.162,2.299,4.439,18.866,2.092,-0.052,-6.93,13.41,-28.36,-6.34,-0.14,200.0,59.0,0.006,9.807
0.315,11.1,5.0,7.3,3.54,4.89,7.0,0.38,1.521,1.14,2.214,4.368,18.606,-3.88,-3.212,37.39,-76.55,33.8,7.35,-0.09,200.0,59.0,0.006,9.507
0.315,9.3,5.0,7.1,3.58,4.74,2.0,0.56,1.393,1.246,1.816,3.703,16.79,0.281,-1.445,16.87,-24.11,-13.25,3.35,0.16,200.0,59.0,0.006,7.834
0.315,8.5,5.0,7.0,3.601,4.68,7.0,0.63,1.371,1.276,1.645,3.55,16.045,3.786,-5.327,6.77,-48.02,-77.65,-35.17,0.02,200.0,59.0,0.006,7.098
0.315,6.9,5.0,6.4,3.656,4.62,3.0,0.76,1.164,1.135,1.187,2.704,14.409,-1.298,-1.702,4.47,-29.27,9.97,-9.26,0.13,200.0,59.0,0.006,5.795
0.325,15.6,5.0,7.77,3.457,5.14,7.0,0.11,2.032,1.707,3.742,6.117,23.112,-0.593,2.009,-37.74,40.07,24.32,-16.4,-0.56,200.0,59.0,0.006,13.721
0.325,14.8,5.0,7.71,3.473,5.12,6.0,0.13,1.772,1.556,3.286,6.075,22.268,0.355,3.053,8.16,35.82,7.21,31.22,0.13,200.0,59.0,0.006,12.985
0.325,13.8,5.0,7.65,3.492,5.05,7.0,0.17,1.755,1.454,2.992,5.292,21.362,1.93,-4.052,12.74,-46.29,-48.5,-21.24,-0.27,200.0,59.0,0.006,12.048
0.325,13.7,5.0,7.65,3.493,5.0,7.0,0.17,1.767,1.472,2.952,5.211,21.228,-0.178,-1.948,16.6,-33.15,-9.14,-1.23,-0.39,200.0,59.0,0.006,11.948
0.325,13.5,5.0,7.6,3.497,5.05,7.0,0.18,1.786,1.48,2.87,5.079,21.148,1.972,-0.064,43.95,-11.67,-36.58,37.17,-0.52,200.0,59.0,0.006,11.78
0.325,13.4,5.0,7.6,3.499,5.04,5.0,0.19,1.713,1.406,2.863,5.113,20.941,-2.135,-2.336,30.91,-55.21,14.92,7.95,-0.28,200.0,59.0,0.006,11.68
0.325,13.3,5.0,7.6,3.5,4.99,3.0,0.19,1.562,1.377,2.857,5.356,20.821,0.261,-1.291,7.62,-18.34,-10.96,-3.71,0.13,200.0,59.0,0.006,11.58
0.325,12.9,5.0,7.5,3.508,5.0,7.0,0.22,1.672,1.357,2.693,4.888,20.449,0.398,-2.605,19.53,-39.69,-20.97,-3.94,-0.33,200.0,59.0,0.006,11.212
0.325,12.9,5.0,7.5,3.508,5.02,3.0,0.22,1.543,1.299,2.753,5.098,20.391,-1.363,-3.698,36.44,-70.72,-3.39,1.89,0.06,200.0,59.0,0.006,11.212
0.325,12.3,5.0,7.5,3.518,4.98,5.0,0.26,1.625,1.276,2.506,4.677,19.828,2.673,3.774,-34.65,77.7,-15.56,0.25,-0.31,200.0,59.0,0.006,10.644
0.325,12.0,5.0,7.4,3.524,4.95,5.0,0.28,1.527,1.159,2.487,4.66,19.515,0.628,0.788,-11.39,18.6,-3.53,-3.51,-0.04,200.0,59.0,0.006,10.375
0.325,11.9,5.0,7.4,3.525,4.94,5.0,0.29,1.474,1.175,2.481,4.693,19.472,1.545,-1.995,-10.0,-11.78,-29.62,-24.4,0.04,200.0,59.0,0.006,10.275
0.325,11.8,5.0,7.4,3.527,4.96,6.0,0.31,1.581,1.209,2.372,4.515,19.355,-0.664,0.918,16.35,-0.02,10.88,21.3,-0.26,200.0,59.0,0.006,10.175
0.325,11.4,5.0,7.3,3.535,4.93,3.0,0.35,1.423,1.154,2.341,4.516,18.981,0.639,-3.028,25.56,-46.58,-27.43,-2.12,0.18,200.0,59.0,0.006,9.807
0.325,11.0,5.0,7.3,3.542,4.89,5.0,0.39,1.556,1.173,2.212,4.234,18.56,-0.267,-3.04,2.35,-40.27,-10.28,-22.11,-0.32,200.0,59.0,0.006,9.407
0.325,9.3,5.0,7.1,3.58,4.74,4.0,0.56,1.43,1.226,1.812,3.833,16.792,-1.359,-0.758,1.06,-17.09,16.06,-5.11,-0.08,200.0,59.0,0.006,7.834
0.325,9.2,5.0,7.1,3.582,4.74,7.0,0.57,1.424,1.212,1.8,3.726,16.836,-0.888,2.684,-29.19,42.76,30.13,-3.73,-0.2,200.0,59.0,0.006,7.734
0.325,6.6,5.0,6.3,3.669,4.6,6.0,0.79,1.083,0.972,1.07,2.523,14.232,-1.324,-1.715,45.03,-50.05,3.49,24.98,-0.03,200.0,59.0,0.006,5.56
0.325,15.3,6.0,9.0,3.685,8.0,7.0,0.6,0.755,0.001,1.042,2.035,22.811,-0.867,2.371,8.08,20.95,21.84,25.74,-0.5,200.0,59.0,0.006,0.0
0.325,9.2,5.0,6.91,3.601,4.87,8.0,0.47,1.316,1.028,1.752,3.229,16.849,3.516,2.652,45.49,29.43,-46.93,60.04,-0.91,200.0,59.0,0.006,8.252
0.325,15.3,6.0,9.0,3.684,8.0,8.0,0.58,0.801,-0.048,1.052,2.035,22.886,3.942,0.587,51.46,3.15,-63.49,48.77,-0.69,200.0,59.0,0.006,0.0
0.335,15.7,5.0,7.77,3.455,5.16,5.0,0.11,1.954,1.808,3.59,6.313,23.29,-0.579,-0.071,-13.9,2.67,10.76,-12.49,-0.01,200.0,59.0,0.006,13.821
0.335,15.4,5.0,7.74,3.461,5.14,7.0,0.11,1.971,1.677,3.647,6.023,22.98,0.153,-0.537,7.35,-9.59,-6.08,1.91,-0.46,200.0,59.0,0.006,13.553
0.335,14.6,5.0,7.71,3.477,5.08,3.0,0.14,1.793,1.522,3.232,5.721,22.285,-0.917,-1.877,14.95,-36.23,2.32,-2.54,-0.03,200.0,59.0,0.006,12.785
0.335,14.0,5.0,7.65,3.488,5.04,5.0,0.16,1.792,1.496,3.056,5.357,21.674,1.776,1.685,-28.17,44.84,-13.69,-10.36,-0.34,200.0,59.0,0.006,12.216
0.335,13.9,5.0,7.65,3.49,5.04,3.0,0.16,1.651,1.452,3.009,5.621,21.624,0.131,-0.518,6.67,-9.14,-5.54,1.48,0.15,200.0,59.0,0.006,12.148
0.335,13.3,5.0,7.6,3.5,4.99,7.0,0.19,1.719,1.419,2.82,5.04,21.018,1.445,1.241,-27.77,37.16,-10.9,-13.66,-0.37,200.0,59.0,0.006,11.58
0.335,13.2,5.0,7.5,3.502,5.06,5.0,0.2,1.651,1.335,2.823,5.083,20.869,0.045,-2.762,32.6,-50.87,-19.28,5.35,-0.08,200.0,59.0,0.006,11.512
0.335,13.0,5.0,7.5,3.506,5.03,5.0,0.21,1.623,1.296,2.763,5.0,20.662,3.739,-0.596,-27.54,26.02,-53.73,-28.48,-0.08,200.0,59.0,0.006,11.312
0.335,11.7,5.0,7.4,3.529,4.95,5.0,0.32,1.437,1.198,2.432,4.642,19.381,2.429,0.001,-16.49,21.19,-33.34,-14.13,0.1,200.0,59.0,0.006,10.075
0.335,11.6,5.0,7.4,3.531,4.91,7.0,0.32,1.702,1.258,2.24,4.283,19.252,0.755,-1.577,27.58,-29.42,-23.48,10.73,-0.71,200.0,59.0,0.006,9.975
0.335,11.2,5.0,7.3,3.539,4.9,4.0,0.37,1.471,1.139,2.257,4.392,18.873,0.795,-2.513,44.8,-49.51,-31.46,17.84,0.06,200.0,59.0,0.006,9.607
0.335,10.9,5.0,7.3,3.544,4.86,6.0,0.4,1.537,1.153,2.176,4.244,18.631,1.474,-5.326,30.54,-74.91,-52.18,-17.39,-0.22,200.0,59.0,0.006,9.307
0.335,10.8,5.0,7.3,3.546,4.86,3.0,0.41,1.515,1.142,2.137,4.273,18.511,-0.174,-0.92,4.51,-14.89,-2.48,-3.66,-0.11,200.0,59.0,0.006,9.207
0.335,16.0,5.0,7.8,3.48,5.25,4.0,0.1,1.852,1.518,3.205,5.604,23.725,-0.856,-2.586,1.32,-38.37,0.51,-20.02,-0.13,200.0,59.0,0.006,0.0
0.335,13.8,6.0,9.0,3.812,8.0,5.0,0.6,0.466,-0.437,0.612,1.175,21.348,3.45,-1.619,4.27,-4.04,-59.78,-9.58,0.09,200.0,59.0,0.006,0.0
0.335,16.4,6.0,9.0,3.582,8.0,5.0,0.6,1.071,0.283,1.352,1.525,24.012,-0.979,-1.176,2.41,-21.53,8.71,-7.56,0.07,200.0,59.0,0.006,0.0
0.345,14.4,5.0,7.67,3.481,5.1,5.0,0.14,1.797,1.521,3.183,5.6,22.0,1.139,-1.255,-5.78,-7.36,-22.5,-15.53,-0.13,200.0,59.0,0.006,12.616
0.345,14.0,5.0,7.65,3.488,5.04,3.0,0.16,1.665,1.464,3.04,5.664,21.644,1.765,-2.109,5.65,-20.65,-38.23,-12.93,0.13,200.0,59.0,0.006,12.216
0.345,13.6,5.0,7.6,3.495,5.07,3.0,0.18,1.689,1.385,2.943,5.271,21.228,1.891,2.005,-0.04,37.01,-19.45,16.86,-0.05,200.0,59.0,0.006,11.88
0.345,13.4,5.0,7.6,3.499,5.04,4.0,0.19,1.682,1.369,2.875,5.154,21.158,-2.891,-1.193,14.09,-38.71,36.23,2.03,-0.14,200.0,59.0,0.006,11.68
0.345,13.2,5.0,7.5,3.502,5.06,4.0,0.2,1.602,1.33,2.833,5.173,20.805,1.849,0.17,-7.93,16.43,-26.21,-5.37,0.04,200.0,59.0,0.006,11.512
